Make,Car_Name,CC_Capacity,Horsepower,Top_Speed_kmh,Acceleration_0_100_sec,Price_USD,Seats,Torque_Nm,Engine_Layout,Fuel_Type_Cleaned
PORSCHE,Macan S,2894.0,375.0,259.0,4.8,75000.0,5,520.0,V-type,Petrol
PORSCHE,Macan Gts,2894.0,434.0,272.0,4.5,85000.0,5,550.0,V-type,Petrol
PORSCHE,Macan T,1984.0,261.0,232.0,6.2,65000.0,5,400.0,Inline,Petrol
PORSCHE,911 Carrera,2981.0,379.0,293.0,4.2,110000.0,4,450.0,Boxer,Petrol
PORSCHE,911 Carrera S,2981.0,443.0,308.0,3.5,131300.0,4,528.0,Boxer,Petrol
PORSCHE,911 Carrera 4,2981.0,379.0,293.0,4.2,106500.0,4,450.0,Boxer,Petrol
PORSCHE,911 Carrera 4S,2981.0,443.0,306.0,3.4,113300.0,4,528.0,Boxer,Petrol
PORSCHE,911 Targa 4,2981.0,379.0,289.0,4.4,121300.0,4,450.0,Boxer,Petrol
PORSCHE,911 Turbo,3745.0,572.0,320.0,2.7,197200.0,4,750.0,Boxer,Petrol
PORSCHE,911 Turbo S,3745.0,640.0,330.0,2.6,230400.0,4,800.0,Boxer,Petrol
PORSCHE,911 Gt3,3996.0,502.0,318.0,3.4,161100.0,2,469.0,Boxer,Petrol
PORSCHE,911 Gt3 Rs,3996.0,518.0,296.0,3.2,241300.0,2,465.0,Boxer,Petrol
PORSCHE,911 Dakar,2981.0,473.0,240.0,3.4,222000.0,2,570.0,Boxer,Petrol
PORSCHE,Taycan,,402.0,230.0,5.4,86700.0,4,344.0,Electric Motor,Electric
PORSCHE,Taycan 4S,,522.0,250.0,4.0,103800.0,4,640.0,Electric Motor,Electric
PORSCHE,Taycan Turbo,,670.0,260.0,3.2,150900.0,4,850.0,Electric Motor,Electric
PORSCHE,Taycan Turbo S,,750.0,260.0,2.8,185000.0,4,1050.0,Electric Motor,Electric
PORSCHE,Taycan Gts,,590.0,250.0,3.5,132750.0,4,850.0,Electric Motor,Electric
PORSCHE,Taycan Cross Turismo,,469.0,220.0,4.8,97700.0,5,500.0,Electric Motor,Electric
PORSCHE,Taycan Sport Turismo,,509.0,240.0,4.1,104000.0,5,650.0,Electric Motor,Electric
PORSCHE,718 Cayman,1988.0,300.0,275.0,4.9,63400.0,2,380.0,Boxer,Petrol
PORSCHE,718 Cayman S,2497.0,350.0,285.0,4.4,75400.0,2,420.0,Boxer,Petrol
PORSCHE,718 Cayman Gt4,3995.0,414.0,302.0,4.2,100200.0,2,420.0,Boxer,Petrol
PORSCHE,718 Cayman Gt4 Rs,3996.0,493.0,315.0,3.2,141700.0,2,450.0,Boxer,Petrol
PORSCHE,718 Boxster,1988.0,300.0,275.0,4.9,65500.0,2,380.0,Boxer,Petrol
PORSCHE,718 Boxster T,1988.0,300.0,275.0,4.7,69600.0,2,380.0,Boxer,Petrol
PORSCHE,718 Boxster Gts,3995.0,394.0,293.0,4.3,90300.0,2,430.0,Boxer,Petrol
PORSCHE,718 Spyder,3995.0,414.0,301.0,4.1,98300.0,2,420.0,Boxer,Petrol
PORSCHE,Panamera Base,2894.0,325.0,265.0,5.6,92300.0,4,450.0,V-type,Petrol
PORSCHE,Panamera 4 E-Hybrid,2894.0,462.0,280.0,4.4,113300.0,4,700.0,Electric Motor,Hybrid
PORSCHE,Panamera 4 Sport Turismo,2894.0,325.0,265.0,5.5,101400.0,4,450.0,V-type,Petrol
PORSCHE,Panamera Turbo S E-Hybrid Sport Turismo,3996.0,690.0,315.0,3.2,200200.0,4,870.0,Electric Motor,Hybrid
PORSCHE,Panamera 4S E-Hybrid Executive,2894.0,560.0,295.0,3.7,128900.0,4,750.0,Electric Motor,Hybrid
PORSCHE,Panamera Platinum Edition,2894.0,325.0,265.0,5.6,98300.0,4,450.0,V-type,Petrol
PORSCHE,Panamera Gts Sport Turismo,3996.0,473.0,300.0,3.9,136900.0,4,620.0,V-type,Petrol
PORSCHE,Panamera Turbo Executive,3996.0,550.0,306.0,3.8,175200.0,4,770.0,V-type,Petrol
PORSCHE,Panamera Turbo S Exclusive Series,3996.0,570.0,310.0,3.8,290000.0,4,800.0,V-type,Petrol
PORSCHE,Panamera 4S,2894.0,443.0,289.0,4.1,105000.0,4,550.0,V-type,Petrol
PORSCHE,Macan Base,1984.0,265.0,232.0,6.4,58000.0,5,400.0,Inline,Petrol
PORSCHE,Macan T,1984.0,265.0,233.0,6.2,63000.0,5,400.0,Inline,Petrol
PORSCHE,Macan S,2894.0,375.0,259.0,4.6,70400.0,5,520.0,V-type,Petrol
PORSCHE,Macan Gts,2894.0,434.0,272.0,4.3,82900.0,5,550.0,V-type,Petrol
PORSCHE,Macan Ev,,603.0,240.0,4.0,85000.0,5,750.0,Electric Motor,Electric
PORSCHE,Cayenne Base,2995.0,335.0,245.0,5.9,72200.0,5,450.0,V-type,Petrol
PORSCHE,Cayenne E-Hybrid,2995.0,455.0,253.0,4.8,91000.0,5,700.0,Electric Motor,Hybrid
PORSCHE,Cayenne S Coupe,2894.0,434.0,263.0,4.7,94300.0,4,550.0,V-type,Petrol
PORSCHE,Cayenne Turbo Gt,3996.0,631.0,300.0,3.3,182150.0,4,850.0,V-type,Petrol
PORSCHE,Cayenne Platinum Edition,2995.0,335.0,245.0,5.8,79000.0,5,450.0,V-type,Petrol
PORSCHE,Cayenne Turbo S E-Hybrid Coupe,3996.0,670.0,295.0,3.6,167800.0,4,900.0,Electric Motor,Hybrid
PORSCHE,Cayenne Gts Coupe,3996.0,453.0,270.0,4.5,111200.0,4,620.0,V-type,Petrol
PORSCHE,Cayenne Diesel (Regional Markets),2967.0,262.0,221.0,7.3,69000.0,5,580.0,V-type,Diesel
PORSCHE,Cayenne S Hybrid,2995.0,380.0,242.0,6.5,85500.0,5,580.0,Electric Motor,Hybrid
PORSCHE,Cayenne Coupe Turbo E-Hybrid,3996.0,728.0,295.0,3.6,182900.0,4,950.0,Electric Motor,Hybrid
PORSCHE,Taycan Base,,321.0,230.0,5.4,86700.0,4,345.0,Electric Motor,Electric
CADILLAC,Ct4,2000.0,237.0,250.0,6.0,34395.0,5,350.0,Inline,Petrol
CADILLAC,Ct4-V,2700.0,325.0,260.0,4.9,46595.0,5,500.0,Inline,Petrol
CADILLAC,Ct5,2000.0,237.0,240.0,6.6,38195.0,5,350.0,Inline,Petrol
CADILLAC,Ct5-V,3000.0,360.0,250.0,4.6,50995.0,5,550.0,V-type,Petrol
PORSCHE,Taycan Cross Turismo 4,,375.0,240.0,5.1,94800.0,4,500.0,Electric Motor,Electric
PORSCHE,Taycan Cross Turismo Gts,,590.0,250.0,3.8,139400.0,4,620.0,Electric Motor,Electric
PORSCHE,Taycan Sport Turismo Base,,375.0,230.0,5.4,90500.0,4,500.0,Electric Motor,Electric
PORSCHE,Taycan Sport Turismo Gts,,590.0,250.0,3.7,136700.0,4,620.0,Electric Motor,Electric
PORSCHE,Taycan Turbo S Cross Turismo,,750.0,260.0,2.9,190000.0,4,1050.0,Electric Motor,Electric
PORSCHE,911 Carrera Base,2981.0,379.0,293.0,4.2,106100.0,4,450.0,Boxer,Petrol
PORSCHE,911 Carrera S Cabriolet,2981.0,443.0,304.0,3.9,129900.0,4,530.0,Boxer,Petrol
PORSCHE,911 Carrera 4,2981.0,379.0,293.0,4.4,113300.0,4,450.0,Boxer,Petrol
PORSCHE,911 Carrera 4 Gts,2981.0,473.0,311.0,3.3,137000.0,4,570.0,Boxer,Petrol
PORSCHE,911 Targa 4 Gts,2981.0,473.0,307.0,3.5,157300.0,4,570.0,Boxer,Petrol
PORSCHE,911 Turbo Cabriolet,3745.0,572.0,320.0,2.9,184100.0,4,750.0,Boxer,Petrol
PORSCHE,911 Turbo S Coupe,3745.0,640.0,330.0,2.7,207000.0,4,800.0,Boxer,Petrol
PORSCHE,911 Gt3 Touring,3996.0,502.0,318.0,3.9,170000.0,2,470.0,Boxer,Petrol
PORSCHE,911 Gt3 Rs Clubsport,3996.0,525.0,296.0,3.2,223800.0,2,465.0,Boxer,Petrol
PORSCHE,911 Dakar Limited Edition,2981.0,473.0,240.0,3.4,222000.0,4,570.0,Boxer,Petrol
PORSCHE,911 Carrera Gts Lightweight,2981.0,473.0,311.0,3.2,145300.0,4,570.0,Boxer,Petrol
PORSCHE,911 Targa 4 Lightweight,2981.0,379.0,289.0,4.3,135500.0,4,450.0,Boxer,Petrol
PORSCHE,911 Turbo Exclusive Series,3745.0,607.0,330.0,2.9,258000.0,4,750.0,Boxer,Petrol
PORSCHE,911 Gt2 Rs,3745.0,700.0,340.0,2.8,293200.0,2,750.0,Boxer,Petrol
PORSCHE,911 Gt3 Cup,3996.0,510.0,290.0,3.4,245000.0,1,470.0,Boxer,Petrol
PORSCHE,911 Gt4 Rs,3996.0,500.0,315.0,3.4,222000.0,2,450.0,Boxer,Petrol
PORSCHE,911 Rsr (Motorsport Edition),4194.0,515.0,296.0,3.1,750000.0,1,480.0,Boxer,Petrol
PORSCHE,911 Sport Turismo,2981.0,379.0,293.0,4.4,116000.0,4,450.0,Boxer,Petrol
PORSCHE,911 Turbo Cabriolet Lightweight,3745.0,572.0,318.0,3.0,191300.0,4,750.0,Boxer,Petrol
PORSCHE,911 Dakar Sport,2981.0,473.0,240.0,3.5,233000.0,4,570.0,Boxer,Petrol
TATA MOTORS,Tiago,1199.0,86.0,170.0,13.0,8200.0,5,113.0,V-type,Petrol
TATA MOTORS,Tiago Ev,,74.0,120.0,5.7,11000.0,5,114.0,Inline,Electric
TATA MOTORS,Altroz,1199.0,8689.0,170.0,12.0,10400.0,5,156.5,V-type,Mixed Fuel
TATA MOTORS,Altroz Dca,1199.0,86.0,170.0,12.5,11300.0,5,113.0,V-type,Petrol
TATA MOTORS,Altroz Iturbo,1199.0,110.0,180.0,10.0,12000.0,5,140.0,Inline,Petrol
TATA MOTORS,Altroz Cng,1199.0,86.0,165.0,12.0,11800.0,5,113.0,V-type,Petrol
TATA MOTORS,Tiago Nrg,1199.0,86.0,170.0,13.5,9200.0,5,113.0,V-type,Petrol
TATA MOTORS,Nano Genx,624.0,37.0,105.0,29.0,4000.0,4,51.0,Inline,Petrol
TATA MOTORS,Indica Ev2,1396.0,70.0,155.0,16.0,6200.0,5,140.0,Inline,Diesel
TATA MOTORS,Indica V2 Xeta,1193.0,65.0,140.0,16.0,5000.0,5,100.0,Inline,Petrol
TATA MOTORS,Tigor,1199.0,86.0,170.0,13.0,9400.0,5,113.0,V-type,Petrol
TATA MOTORS,Tigor Ev,,74.0,120.0,5.7,14500.0,5,114.0,Inline,Electric
TATA MOTORS,Zest,1248.0,7590.0,165.0,15.0,8700.0,5,190140.0,V-type,Mixed Fuel
TATA MOTORS,Indigo Ecs,1396.0,70.0,155.0,16.5,6500.0,5,140.0,Inline,Diesel
CADILLAC,Escalade,6200.0,420.0,210.0,6.8,79295.0,7,624.0,V-type,Petrol
TATA MOTORS,Indigo Marina,1396.0,7085.0,150.0,17.0,8300.0,5,135115.0,Inline,Mixed Fuel
TATA MOTORS,Manza,1248.0,7590.0,160.0,14.0,9000.0,5,200115.0,Inline,Mixed Fuel
TATA MOTORS,Indigo Lx,1396.0,70.0,150.0,17.0,7000.0,5,140.0,Inline,Diesel
TATA MOTORS,Indigo Glx,1396.0,85.0,160.0,15.0,7200.0,5,115.0,Inline,Petrol
CADILLAC,Escalade Esv,6200.0,420.0,205.0,6.9,82295.0,7,624.0,V-type,Petrol
TATA MOTORS,Nexon,1199.0,118110.0,180.0,10.0,14000.0,5,215.0,Inline,Mixed Fuel
TATA MOTORS,Nexon Ev Max,,143.0,140.0,9.0,25000.0,5,250.0,Inline,Electric
TATA MOTORS,Harrier,1956.0,168.0,180.0,11.0,23000.0,5,350.0,Inline,Diesel
TATA MOTORS,Safari,1956.0,168.0,180.0,11.0,25500.0,7,350.0,Inline,Diesel
TATA MOTORS,Punch,1199.0,86.0,160.0,16.0,10500.0,5,113.0,V-type,Petrol
TATA MOTORS,Hexa,2179.0,154.0,180.0,12.0,20000.0,7,400.0,V-type,Diesel
TATA MOTORS,Aria,2179.0,138.0,162.0,13.0,19000.0,7,320.0,Inline,Diesel
TATA MOTORS,Sumo Gold,2956.0,85.0,125.0,17.6,15000.0,7,250.0,Inline,Diesel
TATA MOTORS,Sumo Grande,2179.0,118.0,140.0,15.0,16500.0,7,250.0,Inline,Diesel
TATA MOTORS,Nexon Ev Prime,,129.0,120.0,9.4,22000.0,5,245.0,Inline,Electric
TESLA,Model S,,670.0,250.0,3.1,88490.0,5,967.0,Electric Motor,Electric
TESLA,Model S Plaid,,1020.0,322.0,2.1,108490.0,5,1400.0,Electric Motor,Electric
TESLA,Model 3,,283.0,225.0,5.8,40240.0,5,420.0,Electric Motor,Electric
TESLA,Model 3 Performance,,450.0,261.0,3.1,53240.0,5,660.0,Electric Motor,Electric
TESLA,Model X,,670.0,250.0,3.8,98490.0,7,967.0,Electric Motor,Electric
TESLA,Model X Plaid,,1020.0,262.0,2.6,113490.0,6,1400.0,Electric Motor,Electric
TESLA,Model Y,,346.0,217.0,5.0,47490.0,5,498.0,Electric Motor,Electric
TESLA,Model Y Long Range,,384.0,217.0,4.8,50490.0,5,559.0,Electric Motor,Electric
TESLA,Cybertruck,,800.0,209.0,2.9,69900.0,6,1355.0,Electric Motor,Electric
TESLA,Roadster 2,,1288.0,402.0,1.9,200000.0,4,10000.0,Electric Motor,Electric
JEEP,Wrangler,3600.0,285.0,180.0,6.8,35195.0,4,353.0,V-type,Petrol
JEEP,Wrangler Rubicon,2000.0,270.0,180.0,7.1,42100.0,4,400.0,Inline,Petrol
JEEP,Grand Cherokee,3600.0,293.0,209.0,7.0,41530.0,5,352.0,V-type,Petrol
JEEP,Grand Cherokee L,3600.0,293.0,209.0,7.2,43530.0,7,352.0,V-type,Petrol
JEEP,Cherokee,2400.0,180.0,195.0,8.5,37695.0,5,230.0,Inline,Petrol
JEEP,Compass,2000.0,200.0,200.0,7.8,31590.0,5,320.0,Inline,Petrol
JEEP,Renegade,1300.0,177.0,200.0,8.7,28345.0,5,285.0,Inline,Petrol
JEEP,Gladiator,3600.0,285.0,177.0,8.1,38775.0,5,353.0,V-type,Petrol
JEEP,Wagoneer,5700.0,392.0,190.0,7.4,63595.0,8,548.0,V-type,Petrol
JEEP,Grand Wagoneer,6400.0,471.0,190.0,6.0,91495.0,8,617.0,V-type,Petrol
JEEP,Grand Cherokee 4Xe,,375.0,210.0,6.0,59865.0,5,637.0,V-type,Hybrid
JEEP,Wrangler 4Xe,,375.0,180.0,6.4,50695.0,5,637.0,V-type,Hybrid
JEEP,Compass 4Xe,,240.0,200.0,7.3,46500.0,5,270.0,V-type,Hybrid
JEEP,Renegade 4Xe,,240.0,200.0,7.5,44500.0,5,270.0,V-type,Hybrid
MAZDA,Mazda2,1500.0,108.0,180.0,10.2,18500.0,5,142.0,Inline,Petrol
JEEP,Wagoneer S (Electric),,600.0,177.0,4.5,80000.0,5,850.0,Electric Motor,Electric
JEEP,Gladiator Mojave Edition,3600.0,285.0,177.0,8.6,51570.0,5,353.0,V-type,Petrol
JEEP,Grand Cherokee Summit Reserve,5700.0,357.0,190.0,7.3,66575.0,5,529.0,V-type,Petrol
JEEP,Jeep Cherokee X Edition,3200.0,271.0,195.0,7.6,41295.0,5,324.0,V-type,Petrol
JEEP,Wrangler 392,6400.0,470.0,160.0,4.5,82495.0,4,637.0,V-type,Petrol
CADILLAC,Xt4,2000.0,235.0,220.0,7.6,37490.0,5,350.0,Inline,Petrol
CADILLAC,Xt5,3600.0,310.0,210.0,6.5,44195.0,5,366.0,V-type,Petrol
CADILLAC,Xt6,3600.0,310.0,210.0,6.9,48595.0,7,366.0,V-type,Petrol
CADILLAC,Lyriq Ev,,340.0,190.0,5.7,58590.0,5,440.0,Electric Motor,Electric
CADILLAC,Escalade V,6200.0,682.0,200.0,4.4,149990.0,7,885.0,V-type,Petrol
CADILLAC,Escalade Platinum,6200.0,420.0,210.0,6.8,104595.0,7,624.0,V-type,Petrol
CADILLAC,Ct5-V Blackwing,6200.0,668.0,320.0,3.4,92000.0,5,893.0,V-type,Petrol
CADILLAC,Ct4-V Blackwing,3600.0,472.0,290.0,3.9,60495.0,5,603.0,V-type,Petrol
CADILLAC,Xt4 Sport,2000.0,235.0,220.0,7.4,41390.0,5,350.0,Inline,Petrol
CADILLAC,Xt5 Sport,3600.0,310.0,210.0,6.5,51095.0,5,366.0,V-type,Petrol
CADILLAC,Xt6 Sport,3600.0,310.0,210.0,6.9,57095.0,7,366.0,V-type,Petrol
CADILLAC,Lyriq Launch Edition,,340.0,190.0,5.7,59990.0,5,440.0,Electric Motor,Electric
CADILLAC,Lyriq Ev Premium,,500.0,210.0,4.5,64990.0,5,620.0,Electric Motor,Electric
CADILLAC,Ct5 Premium Luxury,2000.0,237.0,240.0,6.8,41290.0,5,350.0,Inline,Petrol
CHEVROLET,Spark,1400.0,98.0,180.0,10.7,14595.0,5,127.0,Inline,Petrol
CHEVROLET,Sonic,1400.0,138.0,190.0,8.5,16720.0,5,200.0,Inline,Petrol
CHEVROLET,Malibu,1500.0,160.0,210.0,8.0,25000.0,5,250.0,Inline,Petrol
CHEVROLET,Camaro,2000.0,275.0,240.0,5.4,26400.0,4,400.0,Inline,Petrol
CHEVROLET,Corvette,6200.0,495.0,312.0,3.0,65895.0,2,637.0,V-type,Petrol
CHEVROLET,Traverse,3600.0,310.0,210.0,7.0,35915.0,7,360.0,V-type,Petrol
CHEVROLET,Equinox,1500.0,170.0,200.0,8.9,26600.0,5,275.0,Inline,Petrol
CHEVROLET,Blazer,3600.0,308.0,220.0,6.6,44000.0,5,366.0,V-type,Petrol
CHEVROLET,Tahoe,5300.0,355.0,200.0,7.5,56995.0,7,519.0,V-type,Petrol
CHEVROLET,Suburban,5300.0,355.0,190.0,7.6,59900.0,8,519.0,V-type,Petrol
CHEVROLET,Colorado,2700.0,310.0,190.0,6.8,30695.0,5,583.0,Inline,Petrol
CHEVROLET,Silverado 1500,5300.0,355.0,180.0,7.0,42795.0,6,519.0,V-type,Petrol
CHEVROLET,Silverado 2500Hd,6600.0,401.0,170.0,8.0,41500.0,6,629.0,V-type,Petrol
CHEVROLET,Silverado 3500Hd,6600.0,445.0,160.0,8.5,45500.0,6,1234.0,V-type,Diesel
CHEVROLET,Bolt Ev,,200.0,150.0,6.5,27495.0,5,360.0,Electric Motor,Electric
CHEVROLET,Bolt Euv,,200.0,150.0,7.0,28795.0,5,360.0,Electric Motor,Electric
CHEVROLET,Trailblazer,1300.0,155.0,200.0,9.4,23100.0,5,236.0,Inline,Petrol
CHEVROLET,Malibu Premier,2000.0,250.0,240.0,5.8,33500.0,5,353.0,Inline,Petrol
CHEVROLET,Camaro Zl1,6200.0,650.0,318.0,3.5,67300.0,4,881.0,V-type,Petrol
CHEVROLET,Corvette Stingray,6200.0,495.0,312.0,3.0,65895.0,2,637.0,V-type,Petrol
CHEVROLET,Silverado 1500 High Country,5300.0,355.0,180.0,7.0,61595.0,6,519.0,V-type,Petrol
CHEVROLET,Silverado 1500 Trail Boss,5300.0,355.0,180.0,7.0,55895.0,6,519.0,V-type,Petrol
CHEVROLET,Silverado 1500 Rst,5300.0,355.0,180.0,7.1,50895.0,6,519.0,V-type,Petrol
CHEVROLET,Colorado Zr2,2800.0,181.0,160.0,9.1,48295.0,5,500.0,Inline,Diesel
CHEVROLET,Traverse Premier,3600.0,310.0,210.0,7.0,46600.0,7,360.0,V-type,Petrol
CHEVROLET,Equinox Premier,1500.0,170.0,200.0,8.8,33400.0,5,275.0,Inline,Petrol
CHEVROLET,Blazer Rs,3600.0,308.0,220.0,6.6,48900.0,5,366.0,V-type,Petrol
CHEVROLET,Bolt Ev 2Lt,,200.0,150.0,6.7,28795.0,5,360.0,Electric Motor,Electric
CHEVROLET,Camaro Ss,6200.0,455.0,290.0,4.3,43500.0,4,617.0,V-type,Petrol
CHEVROLET,Corvette Grand Sport,6200.0,460.0,290.0,3.9,65900.0,2,630.0,V-type,Petrol
CHEVROLET,Traverse Rs,3600.0,310.0,210.0,7.0,43700.0,7,360.0,V-type,Petrol
CHEVROLET,Blazer Premier,3600.0,308.0,220.0,6.6,45000.0,5,366.0,V-type,Petrol
CHEVROLET,Malibu Lt,1500.0,160.0,210.0,8.5,25800.0,5,250.0,Inline,Petrol
CHEVROLET,Spark Activ,1400.0,98.0,180.0,11.0,17595.0,5,127.0,Inline,Petrol
CHEVROLET,Trax Lt,1200.0,137.0,200.0,9.2,24100.0,5,220.0,Inline,Petrol
CHEVROLET,Equinox Lt,1500.0,170.0,200.0,8.9,28400.0,5,275.0,Inline,Petrol
CHEVROLET,Silverado 3500Hd High Country,6600.0,445.0,160.0,8.5,75700.0,6,1234.0,V-type,Diesel
CHEVROLET,Colorado Wt,2700.0,310.0,190.0,6.9,29200.0,5,583.0,Inline,Petrol
CHEVROLET,Suburban High Country,6200.0,420.0,200.0,7.0,82400.0,8,624.0,V-type,Petrol
CHEVROLET,Silverado Custom,4300.0,285.0,180.0,8.5,33900.0,6,413.0,V-type,Petrol
CHEVROLET,Spark Ls,1400.0,98.0,180.0,10.9,14395.0,5,127.0,Inline,Petrol
CHEVROLET,Traverse Lt,3600.0,310.0,210.0,7.1,37200.0,7,360.0,V-type,Petrol
CHEVROLET,Blazer Lt,2500.0,193.0,200.0,9.0,36100.0,5,255.0,Inline,Petrol
CHEVROLET,Malibu Premier,2000.0,250.0,240.0,5.8,34500.0,5,353.0,Inline,Petrol
CHEVROLET,Equinox Rs,1500.0,170.0,200.0,8.8,31900.0,5,275.0,Inline,Petrol
CHEVROLET,Silverado 1500 Custom,4300.0,285.0,180.0,8.6,34900.0,6,413.0,V-type,Petrol
CHEVROLET,Silverado 2500Hd Ltz,6600.0,445.0,160.0,8.4,56400.0,6,1234.0,V-type,Diesel
CHEVROLET,Tahoe Rst,5300.0,355.0,180.0,7.4,64100.0,7,519.0,V-type,Petrol
CHEVROLET,Suburban Lt,5300.0,355.0,180.0,5.1,64400.0,8,519.0,V-type,Petrol
CHEVROLET,Bolt Ev Premier,,200.0,150.0,6.5,31700.0,5,360.0,Electric Motor,Electric
CHEVROLET,Tahoe Ls,5300.0,355.0,180.0,7.5,56995.0,8,519.0,V-type,Petrol
CHEVROLET,Tahoe Lt,5300.0,355.0,180.0,7.4,62495.0,8,519.0,V-type,Petrol
CHEVROLET,Tahoe Z71,5300.0,355.0,180.0,7.6,66700.0,7,519.0,V-type,Petrol
CHEVROLET,Tahoe Premier,6200.0,420.0,200.0,6.8,71600.0,7,624.0,V-type,Petrol
CHEVROLET,Tahoe High Country,6200.0,420.0,200.0,6.7,76700.0,7,624.0,V-type,Petrol
CHEVROLET,Tahoe Midnight Edition,5300.0,355.0,180.0,7.5,65500.0,8,519.0,V-type,Petrol
CHEVROLET,Tahoe Sport Edition,6200.0,420.0,200.0,6.8,70000.0,7,624.0,V-type,Petrol
GMC,Terrain,1500.0,175.0,190.0,9.5,29900.0,5,275.0,Inline,Petrol
GMC,Acadia,2000.0,228.0,200.0,7.8,36800.0,7,350.0,Inline,Petrol
GMC,Yukon,5300.0,355.0,180.0,7.4,57400.0,8,519.0,V-type,Petrol
GMC,Yukon Xl,6200.0,420.0,200.0,6.9,61100.0,8,624.0,V-type,Petrol
GMC,Canyon,2700.0,310.0,190.0,7.6,36900.0,5,583.0,Inline,Petrol
GMC,Sierra 1500,5300.0,355.0,180.0,7.3,37100.0,6,519.0,V-type,Petrol
GMC,Sierra 2500Hd,6600.0,401.0,175.0,7.5,43900.0,6,629.0,V-type,Diesel
GMC,Sierra 3500Hd,6600.0,445.0,175.0,7.4,49000.0,6,1234.0,V-type,Diesel
GMC,Hummer Ev Pickup,,625.0,170.0,3.0,108700.0,5,1000.0,Electric Motor,Electric
GMC,Hummer Ev Suv,,625.0,170.0,3.5,105600.0,5,1000.0,Electric Motor,Electric
GMC,Yukon Denali,6200.0,420.0,200.0,6.8,72800.0,8,624.0,V-type,Petrol
GMC,Sierra Denali,6200.0,420.0,190.0,6.7,66800.0,6,624.0,V-type,Petrol
GMC,Terrain At4,1500.0,175.0,190.0,9.6,36500.0,5,275.0,Inline,Petrol
GMC,Acadia At4,3600.0,310.0,210.0,7.6,41400.0,6,366.0,V-type,Petrol
GMC,Sierra 1500 At4,5300.0,355.0,180.0,7.4,53800.0,6,519.0,V-type,Petrol
GMC,Sierra 2500Hd Denali,6600.0,401.0,175.0,7.5,72200.0,6,1234.0,V-type,Diesel
GMC,Sierra Elevation,2700.0,310.0,190.0,7.6,45000.0,5,583.0,Inline,Petrol
GMC,Canyon At4,2700.0,310.0,190.0,7.5,43900.0,5,583.0,Inline,Petrol
GMC,Canyon Denali,2700.0,310.0,190.0,7.5,48000.0,5,583.0,Inline,Petrol
GMC,Yukon Xl Denali Ultimate,6200.0,420.0,200.0,6.7,93800.0,8,624.0,V-type,Petrol
GMC,Terrain Denali,1500.0,175.0,190.0,9.5,38600.0,5,275.0,Inline,Petrol
GMC,Acadia Denali,3564.0,310.0,210.0,6.5,54300.0,7,366.0,V-type,Petrol
GMC,Yukon At4,5327.0,355.0,210.0,7.1,71505.0,8,519.0,V-type,Petrol
GMC,Yukon Xl At4,5327.0,355.0,210.0,7.3,73305.0,8,519.0,V-type,Petrol
GMC,Sierra 1500 Elevation,2713.0,310.0,180.0,7.0,52000.0,5,569.0,Inline,Petrol
GMC,Sierra 1500 Slt,5327.0,355.0,180.0,6.8,56000.0,5,519.0,V-type,Petrol
GMC,Sierra 2500Hd At4,6600.0,401.0,170.0,7.5,70000.0,5,629.0,V-type,Petrol
GMC,Sierra 3500Hd At4,6600.0,401.0,170.0,7.7,72000.0,5,629.0,V-type,Petrol
GMC,Canyon Elevation,2488.0,200.0,175.0,8.5,36300.0,5,259.0,Inline,Petrol
GMC,Canyon Denali Black Edition,3564.0,308.0,180.0,6.9,44000.0,5,373.0,V-type,Petrol
GMC,Sierra 1500 Denali Ultimate,6162.0,420.0,200.0,5.8,80000.0,5,624.0,V-type,Petrol
GMC,Yukon Xl Denali Reserve,6162.0,420.0,210.0,6.0,82000.0,7,624.0,V-type,Petrol
GMC,Terrain Elevation Edition,1490.0,170.0,200.0,9.3,28700.0,5,275.0,Inline,Petrol
GMC,Acadia Black Edition,3564.0,310.0,210.0,6.5,45000.0,7,366.0,V-type,Petrol
GMC,Hummer Ev Suv Edition 1,,830.0,170.0,3.5,96550.0,5,15590.0,Electric Motor,Electric
GMC,Hummer Ev Pickup Edition 1,,1000.0,170.0,3.0,96550.0,5,15590.0,Electric Motor,Electric
GMC,Sierra Denali Carbonpro,6162.0,420.0,200.0,5.8,65000.0,5,624.0,V-type,Petrol
GMC,Yukon Denali Performance,6162.0,420.0,210.0,6.0,76805.0,8,624.0,V-type,Petrol
GMC,Sierra 2500Hd Denali Black Edition,6600.0,401.0,170.0,7.5,75000.0,5,629.0,V-type,Petrol
GMC,Canyon At4X,3564.0,308.0,180.0,6.9,50000.0,5,373.0,V-type,Petrol
GMC,Yukon Xl Slt,5327.0,355.0,210.0,7.3,65000.0,8,519.0,V-type,Petrol
GMC,Sierra 1500 Pro,4300.0,285.0,180.0,7.5,37700.0,3,413.0,V-type,Petrol
GMC,Sierra 2500Hd Pro,6600.0,401.0,170.0,7.7,60000.0,3,629.0,V-type,Petrol
GMC,Sierra 3500Hd Pro,6600.0,401.0,170.0,7.8,62000.0,3,629.0,V-type,Petrol
GMC,Terrain Slt,1490.0,170.0,200.0,9.4,31000.0,5,275.0,Inline,Petrol
GMC,Acadia Sle,3564.0,310.0,210.0,6.6,40000.0,7,366.0,V-type,Petrol
GMC,Canyon Slt,2488.0,200.0,175.0,8.6,38000.0,5,259.0,Inline,Petrol
