Make,Car_Name,CC_Capacity,Horsepower,Top_Speed_kmh,Acceleration_0_100_sec,Price_USD,Seats,Torque_Nm,Engine_Layout,Fuel_Type_Cleaned
FORD,Mustang (2024),5000.0,450.0,250.0,4.5,60000.0,4,570.0,V-type,Petrol
FORD,Ranger (2024),2000.0,210.0,180.0,8.0,40000.0,5,500.0,Inline,Diesel
FORD,Escape Plug-In Hybrid (2024),2500.0,221.0,190.0,7.5,38000.0,5,210.0,Hybrid (ICE+Electric),Hybrid
FORD,Bronco (2024),2700.0,310.0,200.0,6.7,45000.0,5,542.0,V-type,Petrol
FORD,Explorer (2024),3000.0,400.0,230.0,5.9,55000.0,7,563.0,V-type,Petrol
MITSUBISHI,Mirage,1200.0,78.0,170.0,12.0,17000.0,5,100.0,V-type,Petrol
MITSUBISHI,Mirage G4,1200.0,78.0,170.0,12.0,18000.0,5,100.0,V-type,Petrol
MITSUBISHI,Outlander,2500.0,181.0,190.0,9.5,31500.0,7,245.0,Inline,Petrol
MITSUBISHI,Outlander Phev,2400.0,248.0,170.0,10.5,41000.0,5,300.0,Hybrid (ICE+Electric),Hybrid
MITSUBISHI,Eclipse Cross,1500.0,152.0,180.0,9.8,26500.0,5,250.0,Inline,Petrol
MITSUBISHI,Asx (Outlander Sport),2000.0,148.0,190.0,10.0,24500.0,5,197.0,V-type,Petrol
MITSUBISHI,Pajero,3200.0,189.0,180.0,10.5,42500.0,7,441.0,Inline,Diesel
MITSUBISHI,Pajero Sport,2400.0,181.0,180.0,11.0,37500.0,7,430.0,Inline,Diesel
MITSUBISHI,Triton (L200),2400.0,181.0,177.0,10.5,30000.0,5,430.0,Inline,Diesel
MITSUBISHI,Lancer Evolution X,2000.0,291.0,240.0,5.0,45000.0,5,407.0,Inline,Petrol
MITSUBISHI,I-Miev (Electric),,66.0,130.0,15.0,24500.0,4,196.0,Electric Motor,Electric
MITSUBISHI,Xpander,1500.0,105.0,170.0,13.5,22500.0,7,141.0,V-type,Petrol
MITSUBISHI,Delica D:5,2200.0,145.0,175.0,11.0,37500.0,7,360.0,Inline,Diesel
MITSUBISHI,Colt,,112.5,180.0,,17500.0,5,140.0,V-type,Petrol
MITSUBISHI,Grandis,2400.0,165.0,190.0,11.0,27500.0,7,217.0,V-type,Petrol
MITSUBISHI,Outlander Black Edition,2500.0,181.0,190.0,9.5,33500.0,7,245.0,Inline,Petrol
MITSUBISHI,Outlander Sel,2500.0,181.0,190.0,9.5,32500.0,7,245.0,Inline,Petrol
MITSUBISHI,Outlander Se,2500.0,181.0,190.0,9.5,30500.0,7,245.0,Inline,Petrol
MITSUBISHI,Eclipse Cross Black Edition,1500.0,152.0,180.0,9.8,29000.0,5,250.0,Inline,Petrol
MITSUBISHI,Asx Exceed,2000.0,148.0,190.0,10.0,27000.0,5,197.0,V-type,Petrol
MITSUBISHI,Triton Athlete,2400.0,181.0,177.0,10.5,31000.0,5,430.0,Inline,Diesel
MITSUBISHI,Pajero Final Edition,3200.0,189.0,180.0,10.5,47500.0,7,441.0,Inline,Diesel
MITSUBISHI,L200 Barbarian X,2400.0,181.0,177.0,10.5,32500.0,5,430.0,Inline,Diesel
MITSUBISHI,Space Star,1200.0,78.0,170.0,12.0,16000.0,5,100.0,V-type,Petrol
MITSUBISHI,Lancer Ex,,132.5,200.0,10.0,22500.0,5,175.5,V-type,Petrol
MITSUBISHI,Montero Sport,2400.0,181.0,180.0,11.0,37500.0,7,430.0,Inline,Diesel
MITSUBISHI,Attrage,1200.0,78.0,170.0,12.5,16000.0,5,100.0,V-type,Petrol
MITSUBISHI,Rvr Se,2000.0,148.0,190.0,10.5,24000.0,5,197.0,V-type,Petrol
MITSUBISHI,Delica Van,,145.0,175.0,11.5,32500.0,7,360.0,Inline,Diesel
MITSUBISHI,Canter (Truck),3000.0,150.0,120.0,,40000.0,2,370.0,Inline,Diesel
MITSUBISHI,Lancer Glx,1600.0,115.0,190.0,11.5,18500.0,5,154.0,V-type,Petrol
MITSUBISHI,Pajero Gls,3200.0,189.0,180.0,10.5,47500.0,7,441.0,Inline,Diesel
MITSUBISHI,Xpander Cross,1500.0,105.0,170.0,12.0,22500.0,7,141.0,V-type,Petrol
MITSUBISHI,Eclipse Cross Phev,2400.0,188.0,180.0,10.5,37500.0,5,199.0,V-type,Hybrid
MITSUBISHI,Outlander Es,2500.0,181.0,190.0,9.5,29000.0,7,245.0,Inline,Petrol
MITSUBISHI,Montero Glx,2400.0,181.0,180.0,11.0,37500.0,7,430.0,Inline,Diesel
MITSUBISHI,Triton Glx-R,2400.0,181.0,177.0,10.5,31000.0,5,430.0,Inline,Diesel
MITSUBISHI,Asx Dynamic,2000.0,148.0,190.0,10.0,26500.0,5,197.0,V-type,Petrol
MITSUBISHI,Mirage Es,1200.0,78.0,170.0,12.5,16000.0,5,100.0,V-type,Petrol
MITSUBISHI,Outlander Le,2500.0,181.0,190.0,9.5,32500.0,7,245.0,Inline,Petrol
MITSUBISHI,Fuso Fighter (Truck),7500.0,240.0,120.0,,80000.0,2,686.0,Inline,Diesel
MITSUBISHI,Fuso Canter Eco Hybrid,3000.0,150.0,120.0,,55000.0,2,370.0,Hybrid (ICE+Electric),Hybrid
MITSUBISHI,Space Runner,1800.0,140.0,185.0,10.5,21500.0,5,170.0,V-type,Petrol
MITSUBISHI,Toppo Bj,660.0,52.0,130.0,15.0,11000.0,4,60.0,Inline,Petrol
MITSUBISHI,Chariot,2000.0,140.0,185.0,10.5,21500.0,7,170.0,V-type,Petrol
MITSUBISHI,Lancer Se Limited,2000.0,148.0,200.0,10.0,22500.0,5,197.0,V-type,Petrol
MITSUBISHI,Pajero Swb (Short Wheel Base),3200.0,189.0,180.0,10.5,47500.0,5,441.0,Inline,Diesel
MITSUBISHI,Delica Space Gear,2400.0,145.0,170.0,13.0,32500.0,7,206.0,Inline,Petrol
MITSUBISHI,I (Kei Car),660.0,64.0,130.0,15.5,13500.0,4,94.0,Inline,Petrol
MITSUBISHI,Dion,2000.0,135.0,180.0,11.5,16500.0,7,181.0,Inline,Petrol
MITSUBISHI,Airtrek,2400.0,160.0,190.0,11.0,22500.0,5,214.0,Inline,Petrol
MITSUBISHI,Ek Space,660.0,52.0,130.0,15.0,11000.0,4,60.0,Inline,Petrol
MITSUBISHI,Ek X,660.0,64.0,140.0,13.5,13500.0,4,94.0,Inline,Petrol
MITSUBISHI,Colt Czc Convertible,1500.0,147.0,200.0,9.5,27500.0,4,210.0,Inline,Petrol
MITSUBISHI,Galant Fortis,2000.0,154.0,200.0,10.0,20000.0,5,200.0,V-type,Petrol
MITSUBISHI,Endeavor,3800.0,225.0,190.0,9.5,31500.0,5,343.0,V-type,Petrol
MITSUBISHI,Grand Lancer,1800.0,138.0,190.0,11.5,22500.0,5,173.0,V-type,Petrol
MITSUBISHI,Sigma,3000.0,210.0,220.0,8.5,37500.0,5,270.0,V-type,Petrol
MITSUBISHI,Town Box,660.0,48.0,120.0,16.0,11000.0,4,60.0,Inline,Petrol
MITSUBISHI,Minicab Miev,,64.0,100.0,,19000.0,2,196.0,Electric Motor,Electric
MAZDA,Mazda3,2000.0,155.0,200.0,8.9,24000.0,5,213.0,V-type,Petrol
MAZDA,Mazda3 Hatchback,2500.0,186.0,210.0,8.3,26000.0,5,252.0,V-type,Petrol
MAZDA,Mazda6,2500.0,250.0,240.0,6.4,31000.0,5,420.0,Inline,Petrol
MAZDA,Cx-3,2000.0,146.0,180.0,9.5,23000.0,5,197.0,V-type,Petrol
MAZDA,Cx-30,2500.0,186.0,204.0,8.7,25500.0,5,252.0,V-type,Petrol
MAZDA,Cx-5,2500.0,187.0,200.0,8.8,29000.0,5,252.0,V-type,Petrol
MAZDA,Cx-50,2500.0,256.0,220.0,6.9,32500.0,5,434.0,Inline,Petrol
MAZDA,Cx-8,2200.0,187.0,200.0,9.2,39000.0,7,450.0,Inline,Diesel
MAZDA,Cx-9,2500.0,250.0,210.0,7.2,41500.0,7,420.0,Inline,Petrol
MAZDA,Cx-90,3300.0,340.0,240.0,6.2,55000.0,7,500.0,Inline,Petrol
MAZDA,Mx-5 Miata,2000.0,181.0,225.0,6.5,30000.0,2,205.0,V-type,Petrol
MAZDA,Mx-5 Miata Rf,2000.0,181.0,225.0,6.5,36500.0,2,205.0,V-type,Petrol
MAZDA,Mx-30 Electric,,143.0,140.0,9.7,35000.0,5,271.0,Electric Motor,Electric
MAZDA,Cx-4,2000.0,158.0,190.0,9.6,25000.0,5,202.0,V-type,Petrol
MAZDA,Cx-7,2300.0,244.0,210.0,7.9,30500.0,5,350.0,Inline,Petrol
MAZDA,Tribute,3000.0,200.0,190.0,9.0,27000.0,5,270.0,V-type,Petrol
MAZDA,B-Series Pickup,2500.0,143.0,170.0,11.5,22500.0,5,330.0,Inline,Diesel
MAZDA,Bt-50,3200.0,200.0,180.0,10.0,31000.0,5,470.0,Inline,Diesel
MAZDA,Rx-7,1300.0,276.0,250.0,5.5,40000.0,4,314.0,W-type,Petrol
MAZDA,Rx-3,1200.0,110.0,180.0,8.9,17500.0,4,145.0,Inline,Petrol
MAZDA,Rx-Vision Concept,,400.0,300.0,,,2,,Inline,Hybrid
MAZDA,323F,1600.0,105.0,180.0,10.5,16000.0,5,145.0,Inline,Petrol
MAZDA,Familia Sedan,1500.0,100.0,175.0,11.0,14000.0,5,135.0,Inline,Petrol
MAZDA,Premacy,2000.0,138.0,190.0,9.8,21000.0,7,180.0,Inline,Petrol
MAZDA,Demio,1500.0,108.0,180.0,10.2,15500.0,5,142.0,V-type,Petrol
MAZDA,Millenia,2300.0,210.0,215.0,8.2,27500.0,5,280.0,V-type,Petrol
MAZDA,Eunos Cosmo,2000.0,280.0,240.0,6.0,45000.0,4,300.0,W-type,Petrol
MAZDA,Atenza,2500.0,192.0,210.0,8.5,25000.0,5,252.0,V-type,Petrol
MAZDA,Roadpacer Ap,1300.0,130.0,170.0,11.5,22500.0,5,165.0,Inline,Petrol
MAZDA,626,2000.0,140.0,190.0,9.5,20000.0,5,180.0,Inline,Petrol
MAZDA,929,3000.0,205.0,220.0,8.0,27500.0,5,270.0,V-type,Petrol
MAZDA,Luce,1800.0,135.0,180.0,10.5,17500.0,5,170.0,Inline,Petrol
MAZDA,Capella,1600.0,110.0,175.0,11.2,16000.0,5,145.0,Inline,Petrol
MAZDA,Carol,660.0,63.0,140.0,15.5,10500.0,4,90.0,Inline,Petrol
MAZDA,Autozam Az-1,657.0,63.0,140.0,11.0,15000.0,2,85.0,Inline,Petrol
MAZDA,Spiano,660.0,54.0,130.0,16.0,9000.0,4,80.0,Inline,Petrol
MAZDA,Verisa,1500.0,113.0,170.0,11.0,16000.0,5,140.0,Inline,Petrol
MAZDA,Mx-6,2500.0,164.0,210.0,8.8,21000.0,4,215.0,V-type,Petrol
MAZDA,Mpv,3000.0,200.0,185.0,9.5,27500.0,7,265.0,V-type,Petrol
MAZDA,Proceed Marvie,2600.0,120.0,160.0,12.0,22500.0,5,200.0,Inline,Petrol
MAZDA,Sentia,3000.0,200.0,200.0,9.0,25000.0,5,265.0,V-type,Petrol
MAZDA,Cronos,2500.0,160.0,190.0,8.5,20000.0,5,210.0,V-type,Petrol
MAZDA,Scrum,660.0,63.0,130.0,15.0,10000.0,4,85.0,Inline,Petrol
MAZDA,Parkway,1800.0,115.0,160.0,12.5,22500.0,5,155.0,Inline,Petrol
MAZDA,Titan (Truck),3000.0,130.0,120.0,15.0,27500.0,2,300.0,Inline,Diesel
MAZDA,Cx-60,2500.0,187.0,200.0,8.5,42500.0,5,250.0,Inline,Mixed Fuel
MAZDA,Cx-80,3000.0,250.0,210.0,7.5,47500.0,7,400.0,Inline,Petrol
MAZDA,T1500,1500.0,75.0,120.0,18.0,16500.0,2,105.0,Inline,Petrol
MAZDA,Bongo Van,2000.0,100.0,160.0,14.0,20000.0,3,140.0,Inline,Mixed Fuel
MAZDA,Bongo Friendee,2500.0,115.0,160.0,12.5,22000.0,7,160.0,Inline,Mixed Fuel
MAZDA,Revue,1300.0,75.0,130.0,15.5,11000.0,5,110.0,Inline,Petrol
MAZDA,Proteg�,1800.0,125.0,185.0,9.0,16500.0,5,170.0,Inline,Petrol
MAZDA,Xedos 6,2500.0,170.0,215.0,8.5,27500.0,5,230.0,V-type,Petrol
MAZDA,Xedos 9,3000.0,200.0,220.0,7.5,32500.0,5,260.0,V-type,Petrol
MAZDA,121,1300.0,70.0,155.0,13.0,13500.0,5,110.0,Inline,Petrol
MAZDA,1200,1200.0,60.0,130.0,16.0,11000.0,4,90.0,Inline,Petrol
MAZDA,1500,1500.0,85.0,145.0,14.0,13500.0,5,120.0,Inline,Petrol
MAZDA,Rx-2,1308.0,130.0,185.0,8.5,22500.0,4,220.0,Inline,Petrol
MAZDA,Rx-5,1588.0,135.0,190.0,8.0,27500.0,4,210.0,Inline,Petrol
MAZDA,Rx-7 Spirit R,1308.0,280.0,250.0,5.5,37500.0,2,290.0,Inline,Petrol
MAZDA,Cosmo Sport (110S),1000.0,110.0,170.0,10.0,32500.0,2,150.0,Inline,Petrol
MAZDA,Eunos 500,1998.0,135.0,200.0,9.0,26500.0,5,170.0,Inline,Petrol
MAZDA,Eunos Roadster,1590.0,116.0,180.0,9.5,16500.0,2,140.0,Inline,Petrol
MAZDA,Familia Astina,1800.0,135.0,200.0,8.5,21000.0,5,170.0,Inline,Petrol
MAZDA,Savanna Rx-7,1308.0,165.0,230.0,7.5,30000.0,2,230.0,Inline,Petrol
MAZDA,Capella Cargo,2000.0,115.0,180.0,12.0,20000.0,4,160.0,Inline,Petrol
MAZDA,818,1600.0,100.0,170.0,12.5,16000.0,5,130.0,Inline,Petrol
MAZDA,Sentia Hardtop Coupe,2500.0,160.0,210.0,8.0,32500.0,4,220.0,V-type,Petrol
MAZDA,Biante,2000.0,150.0,185.0,10.0,24000.0,7,200.0,Inline,Petrol
MAZDA,Premacy Hydrogen Re Hybrid,1308.0,200.0,180.0,9.5,42500.0,5,260.0,Electric Motor,Hybrid
MAZDA,Carol P360,360.0,26.0,85.0,35.0,9000.0,4,45.0,Inline,Petrol
MAZDA,T2000,2000.0,110.0,170.0,12.5,19000.0,2,160.0,Inline,Petrol
MAZDA,Az-Offroad,1298.0,85.0,145.0,12.0,16500.0,5,130.0,Inline,Petrol
MAZDA,Scrum Wagon,657.0,64.0,120.0,15.5,11000.0,4,95.0,Inline,Petrol
MAZDA,Persona,1497.0,92.0,160.0,13.5,14500.0,5,130.0,Inline,Petrol
MAZDA,Astina,1800.0,140.0,190.0,8.5,22000.0,5,160.0,Inline,Petrol
MAZDA,Etude,1598.0,105.0,170.0,10.0,15000.0,5,135.0,Inline,Petrol
MAZDA,Porter,1497.0,95.0,130.0,14.0,13500.0,2,130.0,Inline,Petrol
MAZDA,Mx-3,1598.0,130.0,190.0,8.5,20000.0,4,140.0,Inline,Petrol
MAZDA,Mx-5 Superlight Concept,1798.0,143.0,200.0,7.5,32500.0,2,160.0,Inline,Petrol
MAZDA,Premacy Hydrogen Re,1308.0,200.0,180.0,9.5,42500.0,5,260.0,Electric Motor,Hybrid
MAZDA,Bongo Truck,1998.0,120.0,130.0,15.0,16500.0,2,150.0,Inline,Petrol
MAZDA,Rotary Pickup,1308.0,130.0,150.0,14.5,20000.0,2,160.0,W-type,Petrol
MAZDA,Luce Rotary Coupe,1308.0,135.0,175.0,12.0,27500.0,4,180.0,W-type,Petrol
MAZDA,Millenia S,2500.0,200.0,220.0,8.0,32500.0,5,250.0,V-type,Petrol
MAZDA,787B (Race Car),2620.0,700.0,320.0,3.5,6000000.0,1,500.0,W-type,Petrol
TOYOTA,Crown Signia,2487.0,240.0,180.0,7.6,4359048000.0,5,239.0,Hybrid (ICE+Electric),Hybrid
TOYOTA,4Runner (6Th Gen),2393.0,326.0,180.0,6.8,50000.0,7,630.0,Hybrid (ICE+Electric),Hybrid
TOYOTA,Corolla Cross,1987.0,169196.0,190.0,,2521029135.0,5,190210.0,Hybrid (ICE+Electric),Hybrid
TOYOTA,C-Hr+,,140198.0,180.0,,33000.0,5,190205.0,Hybrid (ICE+Electric),Hybrid
TOYOTA,Rav4 (6Th Gen),2487.0,219302.0,200.0,,2900043000.0,5,221400.0,Hybrid (ICE+Electric),Hybrid
